unnamed:_0,unnamed:_1,unnamed:_2,sheet_name,source_file,document_type,order_no,count,date,supp_ref,supp_name,can_ord,item_code,item,description,quantity,ord_cost,grn_qty,grn_cost,inv_qty,return_qty
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020897.0,1.0,,802040,BOKGABANE AFRICA PROJECTS,,,269386,HINGES ALUM,20.0,8240.0,20.0,8240.0,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020898.0,1.0,,802040,BOKGABANE AFRICA PROJECTS,,,269650,PANEL DOOR(BRACKET),4.0,52439.96,4.0,52439.96,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020899.0,1.0,,802040,BOKGABANE AFRICA PROJECTS,,,C000002042,CHAINSAW CHAINS,8.0,8880.0,8.0,8880.0,8.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020900.0,1.0,,802040,BOKGABANE AFRICA PROJECTS,,,E221832,ELECTRIC TOOL KIT,5.0,9800.0,5.0,9800.0,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020901.0,1.0,,802040,BOKGABANE AFRICA PROJECTS,,,W28973,WHEEL,40.0,11000.0,40.0,11000.0,40.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020902.0,1.0,,403070,REABETSWE BOPHELO TRADING ENTERPRISE,,,126696,REPAIR,19.0,12236.0,19.0,12236.0,19.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020903.0,1.0,,403070,REABETSWE BOPHELO TRADING ENTERPRISE,,,132246,WINDOW,2.0,4140.0,2.0,4140.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020904.0,1.0,,403070,REABETSWE BOPHELO TRADING ENTERPRISE,,,169221,REPAIRS,6.0,38088.0,6.0,38088.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020905.0,1.0,,403070,REABETSWE BOPHELO TRADING ENTERPRISE,,,C000002004,CABLE,400.0,124200.0,400.0,124200.0,400.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020906.0,1.0,,403070,REABETSWE BOPHELO TRADING ENTERPRISE,,,F17109,FAULT FINDING,18.0,43470.0,18.0,43470.0,18.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020907.0,1.0,,403070,REABETSWE BOPHELO TRADING ENTERPRISE,,,R000017100,REPLACE LIGHTS,16.0,11426.4,16.0,11426.4,16.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020908.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,11580.0,1.0,11580.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020909.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,10984.0,1.0,10984.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020910.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,1290.0,1.0,1290.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020912.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,3612.0,1.0,3612.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020914.0,1.0,,400751,CREATIVE CRICKET MANAGEMENT CC,CAN,,0000123458,repair rear lower body panel:,1.0,0.0,1.0,1350.0,1.0,1.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020915.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,4930.0,1.0,4930.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020916.0,1.0,,800845,JAM R ENGINEERING WORKS,,,B000001148,BRAKES REPAIR,1.0,29149.97,1.0,29149.97,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020917.0,1.0,,8070,VARIEGATED PTY LTD,,,177444,HIRE OF TIPPER TRUCK,180.0,244800.0,180.0,244800.0,180.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020918.0,1.0,,8070,VARIEGATED PTY LTD,,,H000007000,HIRING OF TLB,180.0,57600.0,180.0,57600.0,180.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020919.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,10047.99,1.0,10047.99,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020920.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,4505.91,1.0,4505.91,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020922.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,287.5,1.0,287.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020923.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,1035.0,1.0,1035.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020924.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,S000018016,SERVICE,1.0,1800.07,1.0,1800.07,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020925.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,517.5,1.0,517.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020926.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,517.5,1.0,517.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020927.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,517.5,1.0,517.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020928.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,287.5,1.0,287.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020930.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,CAN,,B000000099,BATTERY,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020931.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,CAN,,S000018016,SERVICE,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020932.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,287.5,1.0,287.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020933.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,1109.75,1.0,1109.75,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020934.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,T000019079,TYRE,2.0,5475.0,2.0,5475.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020935.0,1.0,,211002,KGADIYATENG PROJECTS,CAN,,280755,GRADER BLADES 7',10.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020936.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,P000015061,PUNCTURE REPAIR,1.0,900.0,1.0,900.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020937.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,S000018016,SERVICE,1.0,32100.0,1.0,32100.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020938.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,CAN,,S000018016,SERVICE,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020939.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,A000000060,ALTENATOR,1.0,3479.0,1.0,3479.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020940.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,CAN,,P000015061,PUNCTURE REPAIR,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020941.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,28872.95,1.0,28872.95,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020942.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,44501.78,1.0,44501.78,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020943.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,S000018016,SERVICE,1.0,9650.0,1.0,9650.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020944.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,B000000099,BATTERY,1.0,3900.0,1.0,3900.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020945.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,S000018016,SERVICE,1.0,4200.0,1.0,4200.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020946.0,1.0,,812157,IYEZEE_OF MUCH CONSTRUCTION,,,204721,JOS FUSES STRIKER PIN 40 AMP,20.0,29913.2,20.0,29913.2,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020947.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,B000001148,BRAKES REPAIR,1.0,1640.0,1.0,1640.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020948.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,13938.0,1.0,13938.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020949.0,1.0,,830106,ALDPREC (PTY)LTD,,,205648,IGNITOR MZH 40V,180.0,29700.0,180.0,29700.0,180.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020950.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,CAN,,T000019079,TYRE,6.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020951.0,1.0,,800082,ULTRA SOLUTIONS,,,201804,CHOKES 250W M.V.,110.0,29568.0,110.0,29568.0,110.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020952.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,CAN,,T000019079,TYRE,6.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020953.0,1.0,,401811,LAMORSHCA TRADING (PTY) LTD,,,201766,CHOKES 125W M.V.,70.0,29995.0,70.0,29995.0,70.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020954.0,1.0,,400538,GLASS NORTH WEST,CAN,,REPLACE,replace stolen property,1.0,0.0,1.0,1250.0,1.0,1.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020955.0,1.0,,402511,DANYI TELECOMS CONVERGED COMMUNICATIONS (HYMAX),,,L000011001,LABOUR,2.0,1035.0,2.0,1035.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020956.0,1.0,,107832,TRUVELO MANUFACTURERS (PTY) LTD,CAN,,252048,ADMISSION TICKETS NUMBERED,3.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020957.0,1.0,,107832,TRUVELO MANUFACTURERS (PTY) LTD,CAN,,273007,CALIBRATION-PROLASER,3.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020961.0,1.0,,800551,THE CALIBRE SHOOTING RANGE,,,155635,TOOL SET YATO 79PCS,1.0,1900.0,1.0,1900.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020962.0,1.0,,105163,RONMAR OFFICE EQUIPMENT,,,C000012049,CABINET,2.0,11061.4,2.0,11061.4,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020963.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,57939.62,1.0,57939.62,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020964.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,53687.66,1.0,53687.66,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020965.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,92000.0,1.0,92000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020966.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,98716.0,1.0,98716.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020967.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,98716.0,1.0,98716.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020968.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,75325.0,1.0,75325.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020969.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,92046.0,1.0,92046.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020970.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,88665.0,1.0,88665.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020971.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,58650.0,1.0,58650.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020972.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,113160.0,1.0,113160.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020973.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,126937.0,1.0,126937.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020974.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,188370.0,1.0,188370.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020975.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,82041.0,1.0,82041.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020977.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,218799.0,1.0,218799.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020978.0,1.0,,401120,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,,,269086,PLANT HIRE,720.0,165600.0,720.0,165600.0,720.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020979.0,1.0,,107832,TRUVELO MANUFACTURERS (PTY) LTD,,,252048,ADMISSION TICKETS NUMBERED,3.0,1102.17,3.0,1102.17,3.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020980.0,1.0,,107832,TRUVELO MANUFACTURERS (PTY) LTD,,,273007,CALIBRATION-PROLASER,3.0,14688.30999,3.0,14688.30999,3.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020981.0,1.0,,879955,HETANI TRADING ENTERPRISE (PTY) LTD,,,269086,PLANT HIRE,720.0,144000.0,720.0,144000.0,720.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020982.0,1.0,,812143,PHAKAMANI TRADER,,,126696,REPAIR,1.0,27115.0,1.0,27115.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020983.0,1.0,,103438,KLERKSDORP SPARES CENTRE,,,131393,EVAPORATOR COIL,2.0,15899.9,2.0,15899.9,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020984.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,2.0,5830.24,2.0,5830.24,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020985.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,4.0,7970.32,4.0,7970.32,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020986.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,1.0,3105.11,1.0,3105.11,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020988.0,1.0,,3743,BATTERY CENTRE,CAN,,0000123458,repair rear lower body panel:,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020990.0,1.0,,3743,BATTERY CENTRE,,,B000000099,BATTERY,1.0,2100.0,1.0,2100.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020991.0,1.0,,403081,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020993.0,1.0,,404016,MAMOKOMANE FUNERAL PARLOUR,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020994.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,B000000099,BATTERY,1.0,1480.06,1.0,1480.06,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020996.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,4.0,4970.32,4.0,4970.32,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020997.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,2.0,575.0,2.0,575.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020998.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,6.0,4090.15998,6.0,4090.15998,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020999.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,170552,hire,2.0,140118.3,2.0,140118.3,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021000.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,204591,hire,3.0,99360.0,3.0,99360.0,3.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021001.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,215231,hire,8.0,293940.0,8.0,293940.0,8.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021002.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,275718,hire,6.0,198720.0,6.0,198720.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021003.0,1.0,,821080,KE TIRO TRADING AND PROJECTS (PTY) LTD,,,EXCESS,excess payable for replacement,1.0,25000.0,1.0,25000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021004.0,1.0,,821080,KE TIRO TRADING AND PROJECTS (PTY) LTD,,,REPAIR,repair and maintanance,1.0,30544.0,1.0,30544.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021005.0,1.0,,879955,HETANI TRADING ENTERPRISE (PTY) LTD,CAN,,H000007000,HIRING OF TLB,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021006.0,1.0,,879955,HETANI TRADING ENTERPRISE (PTY) LTD,CAN,,H000007036,HIRING OF A TIPPER TRUCK,9.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021007.0,1.0,,400318,GOVERNMENT PRINTING WORKS - PRETORIA,,,N000013009,NOTICE,26.0,19671.6,26.0,19671.6,26.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021008.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,CAN,,H000007000,HIRING OF TLB,9.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021009.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,CAN,,H000007032,HIRING OF A GRADER,9.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021010.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,CAN,,H000007036,HIRING OF A TIPPER TRUCK,9.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021011.0,1.0,,210709,BLAQ.M,CAN,,EXCESS,excess payable for replacement,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021012.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,9.0,49887.0,9.0,49887.0,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021013.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,H000007000,HIRING OF TLB,9.0,49680.0,9.0,49680.0,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021014.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,H000007032,HIRING OF A GRADER,9.0,100912.5,9.0,100912.5,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021015.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,H000007036,HIRING OF A TIPPER TRUCK,9.0,55113.75,9.0,55113.75,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021016.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,2000.0,1.0,2000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021017.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,2000.0,1.0,2000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021019.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,,,123428,SUPPLY,320.0,307200.0,320.0,307200.0,320.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021020.0,1.0,,402201,MOTSOL TRADING ENTERPRISE,,,F000004054,FILES,230.0,29900.0,230.0,29900.0,230.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021022.0,1.0,,821132,BONAFIDE AFRICA CONSULTING,,,P263653,POLE MOUNTING BOX,30.0,27440.0001,30.0,27440.0001,30.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021023.0,1.0,,890011,SISIPHO GROUP,,,138270,SUPPLY AND DELIVERY,1.0,28886.7,1.0,28886.7,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021024.0,1.0,,100060,LIGHT LESEDI TRADING ENTERPRISE (PTY) LTD,,,123428,SUPPLY,50.0,29800.0,50.0,29800.0,50.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021025.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,9.0,92736.0,9.0,92736.0,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021026.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,H000007036,HIRING OF A TIPPER TRUCK,9.0,102879.0,9.0,102879.0,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021027.0,1.0,,100079,ONPOINT FIREPROTECTION (PTY) LTD,,,R000132528,REFILL,1.0,200000.0,1.0,200000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021028.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,4.0,8530.34,4.0,8530.34,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021029.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,1000.0,1.0,1000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021030.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,2000.0,1.0,2000.0,1.0,0.0
